Date,Close,Open,High,Low,Volume
29/11/21,214.45,215.21,217.36,211.75,743410
26/11/21,211.23,208.66,213.74,206.39,728030
24/11/21,217.96,218.55,218.84,215.97,1220000
23/11/21,218.92,218.32,219.01,214.94,799710
22/11/21,217.59,221.39,222.00,217.09,854890
19/11/21,218.75,216.96,218.98,214.85,641240
18/11/21,219.04,219.80,220.77,216.89,477660
17/11/21,219.65,221.46,222.86,218.54,490080
16/11/21,221.91,219.84,222.85,218.60,577580
15/11/21,219.76,219.52,220.75,218.58,483590
12/11/21,219.16,220.61,221.28,217.05,436110
11/11/21,219.85,219.39,220.34,217.54,366350
10/11/21,219.63,220.15,221.26,217.32,569040
09/11/21,219.32,216.92,219.40,216.69,546380
08/11/21,218.53,219.88,221.13,217.13,352260
05/11/21,219.05,220.62,222.00,218.24,530950
04/11/21,219.00,219.43,220.03,217.51,669460
03/11/21,219.70,216.92,221.80,216.69,487980
02/11/21,217.67,216.51,219.34,215.93,679980
01/11/21,216.78,218.10,219.03,215.67,525690
29/10/21,216.33,216.46,218.75,215.94,697790
